dataset name,archiveType,proxyObservationType,units,proxySystem
NAm-PintlersTwo.Littell.2011,tree,trsgi,NA,http://wiki.linked.earth/Special:URIResolver/ProxySystem.Wood.TRWDefaultSensor.TRW
NAm-PintlersTwo.Littell.2011,tree,trsgi,NA,http://wiki.linked.earth/Special:URIResolver/ProxySystem.Wood.TRWDefaultSensor.TRW
NAm-PintlersTwo.Littell.2011,tree,RBar,NA,http://wiki.linked.earth/Special:URIResolver/ProxySystem.Wood.DefaultSensor
NAm-PintlersTwo.Littell.2011,tree,SD,NA,http://wiki.linked.earth/Special:URIResolver/ProxySystem.Wood.DefaultSensor
NAm-PintlersTwo.Littell.2011,tree,SE,NA,http://wiki.linked.earth/Special:URIResolver/ProxySystem.Wood.DefaultSensor
NAm-PintlersTwo.Littell.2011,tree,EPS,NA,http://wiki.linked.earth/Special:URIResolver/ProxySystem.Wood.DefaultSensor
NAm-SylvanPassbeiCody.Briffa.1996,tree,ringWidth,cm,http://wiki.linked.earth/Special:URIResolver/ProxySystem.Wood.DefaultSensor
Asi-RUSS236.Sano.2009,tree,trsgi,NA,http://wiki.linked.earth/Special:URIResolver/ProxySystem.Wood.TRWDefaultSensor.TRW
Asi-RUSS236.Sano.2009,tree,trsgi,NA,http://wiki.linked.earth/Special:URIResolver/ProxySystem.Wood.TRWDefaultSensor.TRW
Arc-Lomonosovfonna.Divine.2011,glacier ice,d18O,permil,http://wiki.linked.earth/Special:URIResolver/ProxySystem.GlacierIce.D18ODefaultSensor.D18O
KNR195-5-CDH23.Bova.2015,marine sediment,c37total,NA,NA
GeoB12610-2.Rippert.2015,marine sediment,n. dutertrei d18o,per mil,http://wiki.linked.earth/Special:URIResolver/ProxySystem.MarineSediment.Neogloboquadrina_dutertrei.D18O
