filename,archiveType,proxyObservationType,units
NAm-DeerMountain.Wiles.2011.lpd,tree,SampleCount,count
NAm-DeerMountain.Wiles.2011.lpd,tree,Segment,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,RingWidth,cm
NAm-DeerMountain.Wiles.2011.lpd,tree,Trsgi,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,TRW,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,Residual,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,ARS,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,Corrs,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,RBar,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,SD,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,SE,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,EPS,NA
NAm-DeerMountain.Wiles.2011.lpd,tree,Core,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,SampleCount,count
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,Segment,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,Density,g/cm3
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,MXD,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,Residual,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,ARS,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,Corrs,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,RBar,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,SD,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,SE,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,EPS,NA
NAm-DenaliNationalPark.Schweingruber.1996.lpd,tree,Core,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,SampleCount,count
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,Segment,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,Density,g/cm3
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,MXD,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,Residual,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,ARS,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,Corrs,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,RBar,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,SD,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,SE,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,EPS,NA
NAm-DonJekRiverBridge.Schweingruber.1996.lpd,tree,Core,NA
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,SampleCount,count
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,Segment,NA
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,Density,g/cm3
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,Residual,NA
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,ARS,NA
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,Corrs,NA
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,RBar,NA
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,SD,NA
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,SE,NA
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,EPS,NA
NAm-EagleFecal_PtarmiganMerge.Jacoby.2011.lpd,tree,Core,NA
NAm-ElephantMountain.Conkey.1994.lpd,tree,SampleCount,count
NAm-ElephantMountain.Conkey.1994.lpd,tree,Segment,NA
NAm-ElephantMountain.Conkey.1994.lpd,tree,Density,g/cm3
NAm-ElephantMountain.Conkey.1994.lpd,tree,MXD,NA
NAm-ElephantMountain.Conkey.1994.lpd,tree,Residual,NA
NAm-ElephantMountain.Conkey.1994.lpd,tree,ARS,NA
NAm-ElephantMountain.Conkey.1994.lpd,tree,Corrs,NA
NAm-ElephantMountain.Conkey.1994.lpd,tree,RBar,NA
NAm-ElephantMountain.Conkey.1994.lpd,tree,SD,NA
NAm-ElephantMountain.Conkey.1994.lpd,tree,SE,NA
NAm-ElephantMountain.Conkey.1994.lpd,tree,EPS,NA
NAm-ElephantMountain.Conkey.1994.lpd,tree,Core,NA
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,SampleCount,count
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,Segment,NA
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,Density,g/cm3
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,MXD,NA
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,Residual,NA
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,ARS,NA
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,Corrs,NA
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,RBar,NA
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,SD,NA
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,SE,NA
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,EPS,NA
NAm-EurekaSummit.Schweingruber.1996.lpd,tree,Core,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,SampleCount,count
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,Segment,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,Density,g/cm3
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,MXD,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,Residual,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,ARS,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,Corrs,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,RBar,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,SD,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,SE,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,EPS,NA
NAm-FirthRiver.Anchukaitis.2013.lpd,tree,Core,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,SampleCount,count
NAm-FishCreekTrail.Biondi.2001.lpd,tree,Segment,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,RingWidth,cm
NAm-FishCreekTrail.Biondi.2001.lpd,tree,Trsgi,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,TRW,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,Residual,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,ARS,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,Corrs,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,RBar,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,SD,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,SE,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,EPS,NA
NAm-FishCreekTrail.Biondi.2001.lpd,tree,Core,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,SampleCount,count
NAm-FlintCreekRange.Hughes.2005.lpd,tree,Segment,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,RingWidth,cm
NAm-FlintCreekRange.Hughes.2005.lpd,tree,Trsgi,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,TRW,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,Residual,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,ARS,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,Corrs,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,RBar,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,SD,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,SE,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,EPS,NA
NAm-FlintCreekRange.Hughes.2005.lpd,tree,Core,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,SampleCount,count
NAm-FlowerLake.Graybill.1995.lpd,tree,Segment,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,RingWidth,cm
NAm-FlowerLake.Graybill.1995.lpd,tree,Trsgi,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,TRW,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,Residual,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,ARS,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,Corrs,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,RBar,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,SD,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,SE,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,EPS,NA
NAm-FlowerLake.Graybill.1995.lpd,tree,Core,NA
NAm-FoolCreek.Brown.2005.lpd,tree,SampleCount,count
NAm-FoolCreek.Brown.2005.lpd,tree,Segment,NA
NAm-FoolCreek.Brown.2005.lpd,tree,Density,g/cm3
NAm-FoolCreek.Brown.2005.lpd,tree,Residual,NA
NAm-FoolCreek.Brown.2005.lpd,tree,ARS,NA
NAm-FoolCreek.Brown.2005.lpd,tree,Corrs,NA
NAm-FoolCreek.Brown.2005.lpd,tree,RBar,NA
NAm-FoolCreek.Brown.2005.lpd,tree,SD,NA
NAm-FoolCreek.Brown.2005.lpd,tree,SE,NA
NAm-FoolCreek.Brown.2005.lpd,tree,EPS,NA
NAm-FoolCreek.Brown.2005.lpd,tree,Core,NA
NAm-FoolCreek.Brown.2005.lpd,tree,MXD,NA
NAm-FortChimo.Fritts.1981.lpd,tree,SampleCount,count
NAm-FortChimo.Fritts.1981.lpd,tree,Segment,NA
NAm-FortChimo.Fritts.1981.lpd,tree,RingWidth,cm
NAm-FortChimo.Fritts.1981.lpd,tree,Trsgi,NA
NAm-FortChimo.Fritts.1981.lpd,tree,TRW,NA
NAm-FortChimo.Fritts.1981.lpd,tree,Residual,NA
NAm-FortChimo.Fritts.1981.lpd,tree,ARS,NA
NAm-FortChimo.Fritts.1981.lpd,tree,Corrs,NA
NAm-FortChimo.Fritts.1981.lpd,tree,RBar,NA
NAm-FortChimo.Fritts.1981.lpd,tree,SD,NA
NAm-FortChimo.Fritts.1981.lpd,tree,SE,NA
NAm-FortChimo.Fritts.1981.lpd,tree,EPS,NA
NAm-FortChimo.Fritts.1981.lpd,tree,Core,NA
NAm-FremontGlacier.Hill.0.lpd,tree,SampleCount,count
NAm-FremontGlacier.Hill.0.lpd,tree,Segment,NA
NAm-FremontGlacier.Hill.0.lpd,tree,RingWidth,cm
NAm-FremontGlacier.Hill.0.lpd,tree,Trsgi,NA
NAm-FremontGlacier.Hill.0.lpd,tree,TRW,NA
NAm-FremontGlacier.Hill.0.lpd,tree,Residual,NA
NAm-FremontGlacier.Hill.0.lpd,tree,ARS,NA
NAm-FremontGlacier.Hill.0.lpd,tree,Corrs,NA
NAm-FremontGlacier.Hill.0.lpd,tree,RBar,NA
NAm-FremontGlacier.Hill.0.lpd,tree,SD,NA
NAm-FremontGlacier.Hill.0.lpd,tree,SE,NA
NAm-FremontGlacier.Hill.0.lpd,tree,EPS,NA
NAm-FremontGlacier.Hill.0.lpd,tree,Core,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,SampleCount,count
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,Segment,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,RingWidth,cm
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,Trsgi,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,TRW,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,Residual,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,ARS,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,Corrs,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,RBar,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,SD,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,SE,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,EPS,NA
NAm-FrenchGlacier.Colenutt.1995.lpd,tree,Core,NA
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,SampleCount,count
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,Segment,NA
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,Density,g/cm3
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,MXD,NA
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,Residual,NA
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,ARS,NA
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,Corrs,NA
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,RBar,NA
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,SD,NA
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,SE,NA
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,EPS,NA
NAm-GalenaPassSawtooth.Briffa.1996.lpd,tree,Core,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,SampleCount,count
NAm-GeraldineLakes.Luckman.2001.lpd,tree,Segment,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,RingWidth,cm
NAm-GeraldineLakes.Luckman.2001.lpd,tree,Trsgi,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,TRW,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,Residual,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,ARS,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,Corrs,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,RBar,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,SD,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,SE,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,EPS,NA
NAm-GeraldineLakes.Luckman.2001.lpd,tree,Core,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,SampleCount,count
NAm-GraniteMountain.Graumlich.2003.lpd,tree,Segment,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,RingWidth,cm
NAm-GraniteMountain.Graumlich.2003.lpd,tree,Trsgi,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,TRW,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,Residual,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,ARS,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,Corrs,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,RBar,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,SD,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,SE,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,EPS,NA
NAm-GraniteMountain.Graumlich.2003.lpd,tree,Core,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,SampleCount,count
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,Segment,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,Density,g/cm3
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,MXD,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,Residual,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,ARS,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,Corrs,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,RBar,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,SD,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,SE,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,EPS,NA
NAm-GranitePassHuntMountain.Briffa.1996.lpd,tree,Core,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,SampleCount,count
NAm-GreatBasin.Salzer.2013.lpd,tree,Segment,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,RingWidth,cm
NAm-GreatBasin.Salzer.2013.lpd,tree,Trsgi,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,TRW,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,Residual,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,ARS,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,Corrs,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,RBar,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,SD,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,SE,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,EPS,NA
NAm-GreatBasin.Salzer.2013.lpd,tree,Core,NA
NAm-GreenLake.Menounos.2006.lpd,lake sediment,Thickness,NA
NAm-GreenLake.Menounos.2006.lpd,lake sediment,VarveThickness,NA
NAm-GreenLake.Menounos.2006.lpd,lake sediment,SampleCount,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,SampleCount,count
NAm-HartsPassN2.Peterson.1994.lpd,tree,Segment,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,RingWidth,cm
NAm-HartsPassN2.Peterson.1994.lpd,tree,Trsgi,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,TRW,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,Residual,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,ARS,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,Corrs,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,RBar,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,SD,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,SE,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,EPS,NA
NAm-HartsPassN2.Peterson.1994.lpd,tree,Core,NA
NAm-HellsKitchenLake.Gajewski.1988.lpd,lake sediment,GhostMeasured,NotApplicable
NAm-HerringAlpine.Fritts.1995.lpd,tree,SampleCount,count
NAm-HerringAlpine.Fritts.1995.lpd,tree,Segment,NA
NAm-HerringAlpine.Fritts.1995.lpd,tree,RingWidth,cm
NAm-HerringAlpine.Fritts.1995.lpd,tree,Trsgi,NA
NAm-HerringAlpine.Fritts.1995.lpd,tree,TRW,NA
NAm-HerringAlpine.Fritts.1995.lpd,tree,Residual,NA
NAm-HerringAlpine.Fritts.1995.lpd,tree,ARS,NA
NAm-HerringAlpine.Fritts.1995.lpd,tree,Corrs,NA
NAm-HerringAlpine.Fritts.1995.lpd,tree,RBar,NA
NAm-HerringAlpine.Fritts.1995.lpd,tree,SD,NA
NAm-HerringAlpine.Fritts.1995.lpd,tree,SE,NA
NAm-HerringAlpine.Fritts.1995.lpd,tree,EPS,NA
NAm-HerringAlpine.Fritts.1995.lpd,tree,Core,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,SampleCount,count
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,Segment,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,Density,g/cm3
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,MXD,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,Residual,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,ARS,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,Corrs,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,RBar,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,SD,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,SE,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,EPS,NA
NAm-HighlandFireOutlook.Briffa.1996.lpd,tree,Core,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,SampleCount,count
NAm-HighwoodPass.Luckman.2001.lpd,tree,Segment,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,RingWidth,cm
NAm-HighwoodPass.Luckman.2001.lpd,tree,Trsgi,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,TRW,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,Residual,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,ARS,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,Corrs,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,RBar,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,SD,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,SE,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,EPS,NA
NAm-HighwoodPass.Luckman.2001.lpd,tree,Core,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,SampleCount,count
NAm-Hilda.Kavanagh.2000.lpd,tree,Segment,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,RingWidth,cm
NAm-Hilda.Kavanagh.2000.lpd,tree,Trsgi,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,TRW,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,Residual,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,ARS,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,Corrs,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,RBar,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,SD,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,SE,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,EPS,NA
NAm-Hilda.Kavanagh.2000.lpd,tree,Core,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,SampleCount,count
NAm-HohLakeHigh.Peterson.1994.lpd,tree,Segment,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,RingWidth,cm
NAm-HohLakeHigh.Peterson.1994.lpd,tree,Trsgi,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,TRW,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,Residual,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,ARS,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,Corrs,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,RBar,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,SD,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,SE,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,EPS,NA
NAm-HohLakeHigh.Peterson.1994.lpd,tree,Core,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,SampleCount,count
NAm-HornbyCabin.Jacoby.1989.lpd,tree,Segment,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,RingWidth,cm
NAm-HornbyCabin.Jacoby.1989.lpd,tree,Trsgi,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,TRW,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,Residual,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,ARS,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,Corrs,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,RBar,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,SD,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,SE,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,EPS,NA
NAm-HornbyCabin.Jacoby.1989.lpd,tree,Core,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,SampleCount,count
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,Segment,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,RingWidth,cm
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,Trsgi,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,TRW,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,Residual,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,ARS,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,Corrs,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,RBar,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,SD,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,SE,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,EPS,NA
NAm-IttyhaukBay.D'Arrigo.2011.lpd,tree,Core,NA
NAm-KobukNoatak.King.2003.lpd,tree,SampleCount,count
NAm-KobukNoatak.King.2003.lpd,tree,Segment,NA
NAm-KobukNoatak.King.2003.lpd,tree,RingWidth,cm
NAm-KobukNoatak.King.2003.lpd,tree,Trsgi,NA
NAm-KobukNoatak.King.2003.lpd,tree,TRW,NA
NAm-KobukNoatak.King.2003.lpd,tree,Residual,NA
NAm-KobukNoatak.King.2003.lpd,tree,ARS,NA
NAm-KobukNoatak.King.2003.lpd,tree,Corrs,NA
NAm-KobukNoatak.King.2003.lpd,tree,RBar,NA
NAm-KobukNoatak.King.2003.lpd,tree,SD,NA
NAm-KobukNoatak.King.2003.lpd,tree,SE,NA
NAm-KobukNoatak.King.2003.lpd,tree,EPS,NA
NAm-KobukNoatak.King.2003.lpd,tree,Core,NA
NAm-LacNoir.Paquette.2013.lpd,lake sediment,GhostMeasured,NotApplicable
NAm-LacRomanel.Schweingruber.1996.lpd,tree,SampleCount,count
NAm-LacRomanel.Schweingruber.1996.lpd,tree,Segment,NA
NAm-LacRomanel.Schweingruber.1996.lpd,tree,Density,g/cm3
NAm-LacRomanel.Schweingruber.1996.lpd,tree,MXD,NA
NAm-LacRomanel.Schweingruber.1996.lpd,tree,Residual,NA
NAm-LacRomanel.Schweingruber.1996.lpd,tree,ARS,NA
NAm-LacRomanel.Schweingruber.1996.lpd,tree,Corrs,NA
NAm-LacRomanel.Schweingruber.1996.lpd,tree,RBar,NA
NAm-LacRomanel.Schweingruber.1996.lpd,tree,SD,NA
NAm-LacRomanel.Schweingruber.1996.lpd,tree,SE,NA
NAm-LacRomanel.Schweingruber.1996.lpd,tree,EPS,NA
NAm-LacRomanel.Schweingruber.1996.lpd,tree,Core,NA
NAm-LakeMina.St.Jacques.2008.lpd,lake sediment,EffectiveMoisture,cm
NAm-LakeoftheClouds.Gajewski.1988.lpd,lake sediment,Precipitation,mm
NAm-LakeoftheClouds.Gajewski.1988.lpd,lake sediment,Pollen,mm
NAm-Landslide.Luckman.2006.lpd,tree,SampleCount,count
NAm-Landslide.Luckman.2006.lpd,tree,Segment,NA
NAm-Landslide.Luckman.2006.lpd,tree,RingWidth,cm
NAm-Landslide.Luckman.2006.lpd,tree,Trsgi,NA
NAm-Landslide.Luckman.2006.lpd,tree,TRW,NA
NAm-Landslide.Luckman.2006.lpd,tree,Residual,NA
NAm-Landslide.Luckman.2006.lpd,tree,ARS,NA
NAm-Landslide.Luckman.2006.lpd,tree,Corrs,NA
NAm-Landslide.Luckman.2006.lpd,tree,RBar,NA
NAm-Landslide.Luckman.2006.lpd,tree,SD,NA
NAm-Landslide.Luckman.2006.lpd,tree,SE,NA
NAm-Landslide.Luckman.2006.lpd,tree,EPS,NA
NAm-Landslide.Luckman.2006.lpd,tree,Core,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,SampleCount,count
NAm-LaTasajera.Biondi.2001.lpd,tree,Segment,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,RingWidth,cm
NAm-LaTasajera.Biondi.2001.lpd,tree,Trsgi,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,TRW,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,Residual,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,ARS,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,Corrs,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,RBar,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,SD,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,SE,NA
